CCLE Cell Line Name,Primary Cell Line Name,Compound,Target,IC50 (uM)
SKMEL2_SKIN,SK-MEL-2,Nilotinib,ABL,8.0
SKMEL24_SKIN,SK-MEL-24,Nilotinib,ABL,6.903137207
SKMEL30_SKIN,SK-MEL-30,Nilotinib,ABL,8.0
SKMEL31_SKIN,SK-MEL-31,Nilotinib,ABL,7.54642868
SKMEL5_SKIN,SK-MEL-5,Nilotinib,ABL,8.0
SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SK-MM-2,Nilotinib,ABL,8.0
SKNBE2_AUTONOMIC_GANGLIA,SK-N-BE(2),Nilotinib,ABL,8.0
SKNSH_AUTONOMIC_GANGLIA,SK-N-SH,Nilotinib,ABL,5.205433846
SKOV3_OVARY,SK-OV-3,Nilotinib,ABL,8.0
SNGM_ENDOMETRIUM,SNG-M,Nilotinib,ABL,8.0
SNU1_STOMACH,SNU-1,Nilotinib,ABL,8.0
SNU16_STOMACH,SNU-16,Nilotinib,ABL,0.049494644
SNU182_LIVER,SNU-182,Nilotinib,ABL,8.0
SNU423_LIVER,SNU-423,Nilotinib,ABL,8.0
SNU449_LIVER,SNU-449,Nilotinib,ABL,8.0
SNUC2A_LARGE_INTESTINE,SNU-C2A,Nilotinib,ABL,8.0
SNUC2B,SNU-C2B,Nilotinib,ABL,8.0
SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-10,Nilotinib,ABL,8.0
SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-4,Nilotinib,ABL,5.041968346
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-6,Nilotinib,ABL,0.099240054
SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-8,Nilotinib,ABL,5.790517807
SUIT2_PANCREAS,SUIT-2,Nilotinib,ABL,8.0
SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SUP-M2,Nilotinib,ABL,8.0
SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SUP-T1,Nilotinib,ABL,8.0
SW1088_CENTRAL_NERVOUS_SYSTEM,SW 1088,Nilotinib,ABL,1.020972229
SW1271_LUNG,SW 1271,Nilotinib,ABL,8.0
SW1353_BONE,SW 1353,Nilotinib,ABL,8.0
SW1990_PANCREAS,SW 1990,Nilotinib,ABL,7.833574772
SW403_LARGE_INTESTINE,SW403,Nilotinib,ABL,8.0
SW48_LARGE_INTESTINE,SW48,Nilotinib,ABL,8.0
SW480_LARGE_INTESTINE,SW480,Nilotinib,ABL,8.0
SW579_THYROID,SW579,Nilotinib,ABL,3.264090061
SW620_LARGE_INTESTINE,SW620,Nilotinib,ABL,8.0
SW780_URINARY_TRACT,SW 780,Nilotinib,ABL,8.0
SW900_LUNG,SW 900,Nilotinib,ABL,8.0
T24_URINARY_TRACT,T24,Nilotinib,ABL,8.0
T3M10_LUNG,T3M-10,Nilotinib,ABL,8.0
T47D_BREAST,T-47D,Nilotinib,ABL,8.0
T84_LARGE_INTESTINE,T84,Nilotinib,ABL,8.0
T98G_CENTRAL_NERVOUS_SYSTEM,T98G,Nilotinib,ABL,8.0
TC71_BONE,TC-71,Nilotinib,ABL,8.0
TCCSUP_URINARY_TRACT,TCCSUP,Nilotinib,ABL,8.0
TE617T_SOFT_TISSUE,TE 617.T,Nilotinib,ABL,2.358335733
TE9_OESOPHAGUS,TE-9,Nilotinib,ABL,6.083400249
TEN_ENDOMETRIUM,TEN,Nilotinib,ABL,8.0
TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Toledo,Nilotinib,ABL,8.0
TOV112D_OVARY,TOV-112D,Nilotinib,ABL,8.0
TOV21G_OVARY,TOV-21G,Nilotinib,ABL,8.0
TT2609C02_THYROID,TT2609-C02,Nilotinib,ABL,4.903181076
TYKNU_OVARY,TYK-nu,Nilotinib,ABL,8.0
U118MG_CENTRAL_NERVOUS_SYSTEM,U-118 MG,Nilotinib,ABL,8.0
U2OS_BONE,U-2 OS,Nilotinib,ABL,7.420892239
U87MG_CENTRAL_NERVOUS_SYSTEM,U-87 MG,Nilotinib,ABL,8.0
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,U-937,Nilotinib,ABL,5.434136868
UACC812_BREAST,UACC-812,Nilotinib,ABL,8.0
UMUC3_URINARY_TRACT,UM-UC-3,Nilotinib,ABL,8.0
VMRCLCD_LUNG,VMRC-LCD,Nilotinib,ABL,8.0
VMRCRCW_KIDNEY,VMRC-RCW,Nilotinib,ABL,7.079586029
VMRCRCZ_KIDNEY,VMRC-RCZ,Nilotinib,ABL,8.0
WM1799_SKIN,WM1799,Nilotinib,ABL,7.204105377
WM793_SKIN,WM-793,Nilotinib,ABL,6.826157093
WM88_SKIN,WM-88,Nilotinib,ABL,6.776633263
WM983B_SKIN,WM-983B,Nilotinib,ABL,7.791449547
YKG1_CENTRAL_NERVOUS_SYSTEM,YKG1,Nilotinib,ABL,7.677743435
ZR7530_BREAST,ZR-75-30,Nilotinib,ABL,8.0
1321N1_CENTRAL_NERVOUS_SYSTEM,1321N1,17-AAG,HSP90,0.22807844
22RV1_PROSTATE,22Rv1,17-AAG,HSP90,0.329701692
42MGBA_CENTRAL_NERVOUS_SYSTEM,42-MG-BA,17-AAG,HSP90,0.053038094
5637_URINARY_TRACT,5637,17-AAG,HSP90,0.07082279
639V_URINARY_TRACT,639-V,17-AAG,HSP90,0.150094494
697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,697,17-AAG,HSP90,0.422571242
769P_KIDNEY,769-P,17-AAG,HSP90,0.1517988
786O_KIDNEY,786-O,17-AAG,HSP90,0.279530227
8305C_THYROID,8305C,17-AAG,HSP90,0.375401258
8505C_THYROID,8505C,17-AAG,HSP90,0.282174945
8MGBA_CENTRAL_NERVOUS_SYSTEM,8-MG-BA,17-AAG,HSP90,0.234952629
A172_CENTRAL_NERVOUS_SYSTEM,A172,17-AAG,HSP90,0.267498583
A204_SOFT_TISSUE,A-204,17-AAG,HSP90,0.029675882
A2058_SKIN,A2058,17-AAG,HSP90,0.042496935
A253_SALIVARY_GLAND,A-253,17-AAG,HSP90,0.339544863
A2780_OVARY,A2780,17-AAG,HSP90,0.031109899
A375_SKIN,A-375,17-AAG,HSP90,0.169737235
A549_LUNG,A549,17-AAG,HSP90,0.06676174
A673_BONE,A-673,17-AAG,HSP90,0.198152512
ACHN_KIDNEY,ACHN,17-AAG,HSP90,0.678260922
ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ALL-SIL,17-AAG,HSP90,0.714353621
AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AMO-1,17-AAG,HSP90,0.025441425
AN3CA_ENDOMETRIUM,AN3 CA,17-AAG,HSP90,0.074334152
ASPC1_PANCREAS,AsPC-1,17-AAG,HSP90,0.072310209
AU565_BREAST,AU565,17-AAG,HSP90,0.0233486
AZ521_STOMACH,AZ-521,17-AAG,HSP90,0.315617204
BCPAP_THYROID,B-CPAP,17-AAG,HSP90,0.210629389
BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BDCM,17-AAG,HSP90,0.204344377
BFTC909_KIDNEY,BFTC-909,17-AAG,HSP90,0.104652666
BGC823_STOMACH,BGC-823,17-AAG,HSP90,0.058758914
BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BL-41,17-AAG,HSP90,0.764389515
BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BL-70,17-AAG,HSP90,0.284389943
BT20_BREAST,BT-20,17-AAG,HSP90,8.0
BT474_BREAST,BT-474,17-AAG,HSP90,0.044726733
BT549_BREAST,BT-549,17-AAG,HSP90,0.020397235
BXPC3_PANCREAS,BxPC-3,17-AAG,HSP90,0.187336221
C2BBE1_LARGE_INTESTINE,C2BBe1,17-AAG,HSP90,0.777057707
C32_SKIN,C32,17-AAG,HSP90,0.006673547
C3A_LIVER,C3A,17-AAG,HSP90,0.027727799
CAKI2_KIDNEY,Caki-2,17-AAG,HSP90,0.420389295
CAL12T_LUNG,CAL-12T,17-AAG,HSP90,0.183841035
CAL27_UPPER_AERODIGESTIVE_TRACT,CAL 27,17-AAG,HSP90,0.166818783
CAL78_BONE,CAL-78,17-AAG,HSP90,0.099586673
CAL851_BREAST,CAL-85-1,17-AAG,HSP90,0.175339907
CALU1_LUNG,Calu-1,17-AAG,HSP90,0.103493586
CALU3_LUNG,Calu-3,17-AAG,HSP90,1.688857436
CALU6_LUNG,Calu-6,17-AAG,HSP90,0.183477089
CAMA1_BREAST,CAMA-1,17-AAG,HSP90,0.141045213
CAPAN2_PANCREAS,Capan-2,17-AAG,HSP90,0.046125766
CAS1_CENTRAL_NERVOUS_SYSTEM,CAS-1,17-AAG,HSP90,1.019528747
CCK81_LARGE_INTESTINE,CCK-81,17-AAG,HSP90,0.263275087
CHL1_SKIN,CHL-1,17-AAG,HSP90,0.165819794
CHP212_AUTONOMIC_GANGLIA,CHP-212,17-AAG,HSP90,0.029792815
CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CI-1,17-AAG,HSP90,0.479196012
CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CMK-86,17-AAG,HSP90,0.322528064
COLO201_LARGE_INTESTINE,COLO 201,17-AAG,HSP90,0.046831898
COLO205_LARGE_INTESTINE,COLO 205,17-AAG,HSP90,0.014756449
COLO320_LARGE_INTESTINE,COLO-320,17-AAG,HSP90,1.569168806
COLO677_LUNG,COLO-677,17-AAG,HSP90,0.238073558
COLO678_LARGE_INTESTINE,COLO-678,17-AAG,HSP90,0.040361557
COLO679_SKIN,COLO-679,17-AAG,HSP90,0.062656693
COLO699_LUNG,COLO-699,17-AAG,HSP90,0.336357296
COLO741_SKIN,COLO 741,17-AAG,HSP90,1.479850173
CORL105_LUNG,COR-L105,17-AAG,HSP90,0.887269139
CORL23_LUNG,COR-L23,17-AAG,HSP90,0.608988762
COV318_OVARY,COV318,17-AAG,HSP90,8.0
COV504_OVARY,COV504,17-AAG,HSP90,0.347438395
DAOY_CENTRAL_NERVOUS_SYSTEM,Daoy,17-AAG,HSP90,0.477916837
DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,DBTRG-05MG,17-AAG,HSP90,0.276005715
DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,DEL,17-AAG,HSP90,0.035145033
DETROIT562_UPPER_AERODIGESTIVE_TRACT,Detroit 562,17-AAG,HSP90,0.238989621
DKMG_CENTRAL_NERVOUS_SYSTEM,DK-MG,17-AAG,HSP90,0.319927543
DMS114_LUNG,DMS 114,17-AAG,HSP90,0.695213139
DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,DOHH-2,17-AAG,HSP90,0.409685045
DOV13_OVARY,DOV13,17-AAG,HSP90,0.350310981
DU145_PROSTATE,DU 145,17-AAG,HSP90,0.044969238
DV90_LUNG,DV-90,17-AAG,HSP90,0.120939881
EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EB1,17-AAG,HSP90,0.812782228
EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EB2,17-AAG,HSP90,1.756111383
EBC1_LUNG,EBC-1,17-AAG,HSP90,0.018749278
EFE184_ENDOMETRIUM,EFE-184,17-AAG,HSP90,0.387381613
EFM19_BREAST,EFM-19,17-AAG,HSP90,0.058103666
EFO21_OVARY,EFO-21,17-AAG,HSP90,0.288561821
EFO27_OVARY,EFO-27,17-AAG,HSP90,0.366359919
EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EM-2,17-AAG,HSP90,0.130336672
EN_ENDOMETRIUM,EN,17-AAG,HSP90,8.0
ES2_OVARY,ES-2,17-AAG,HSP90,0.69963789
ESS1_ENDOMETRIUM,ESS-1,17-AAG,HSP90,0.11770121
F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,F-36P,17-AAG,HSP90,0.435421079
FADU_UPPER_AERODIGESTIVE_TRACT,FaDu,17-AAG,HSP90,0.019284135
FU97_STOMACH,FU97,17-AAG,HSP90,0.062858187
FUOV1_OVARY,FU-OV-1,17-AAG,HSP90,0.373221964
G361_SKIN,G-361,17-AAG,HSP90,0.089309976
G401_SOFT_TISSUE,G-401,17-AAG,HSP90,0.085478991
G402_SOFT_TISSUE,G-402,17-AAG,HSP90,0.073431857
GAMG_CENTRAL_NERVOUS_SYSTEM,GAMG,17-AAG,HSP90,0.109149978
GB1_CENTRAL_NERVOUS_SYSTEM,GB-1,17-AAG,HSP90,0.768663943
GCIY_STOMACH,GCIY,17-AAG,HSP90,0.793316543
GCT_SOFT_TISSUE,GCT,17-AAG,HSP90,0.330548614
GI1_CENTRAL_NERVOUS_SYSTEM,GI-1,17-AAG,HSP90,0.198652357
GLC82_LUNG,GLC-82,17-AAG,HSP90,0.052810453
GMS10_CENTRAL_NERVOUS_SYSTEM,GMS-10,17-AAG,HSP90,0.245301753
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,GRANTA-519,17-AAG,HSP90,0.010983705
H4_CENTRAL_NERVOUS_SYSTEM,H4,17-AAG,HSP90,0.150771588
HARA_LUNG,HARA,17-AAG,HSP90,0.212432846
HCC1187_BREAST,HCC1187,17-AAG,HSP90,1.531470418
HCC1395_BREAST,HCC1395,17-AAG,HSP90,8.0
HCC15_LUNG,HCC-15,17-AAG,HSP90,0.038541321
HCC1569_BREAST,HCC1569,17-AAG,HSP90,0.201155081
HCC1806_BREAST,HCC1806,17-AAG,HSP90,0.06748455
HCC1954_BREAST,HCC1954,17-AAG,HSP90,0.048323501
HCC2935_LUNG,HCC2935,17-AAG,HSP90,0.018270468
HCC4006_LUNG,HCC4006,17-AAG,HSP90,0.044439085
HCC44_LUNG,HCC-44,17-AAG,HSP90,0.065585621
HCC70_BREAST,HCC70,17-AAG,HSP90,0.065257996
HCC78_LUNG,HCC-78,17-AAG,HSP90,0.80337292
HCC827_LUNG,HCC827,17-AAG,HSP90,0.18870239
HCT116_LARGE_INTESTINE,HCT 116,17-AAG,HSP90,0.202989653
HCT15_LARGE_INTESTINE,HCT-15,17-AAG,HSP90,0.592416525
HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HD-MY-Z,17-AAG,HSP90,0.1518711
HDQP1_BREAST,HDQ-P1,17-AAG,HSP90,0.122433454
HEC151_ENDOMETRIUM,HEC-151,17-AAG,HSP90,0.182358727
HEC1A_ENDOMETRIUM,HEC-1-A,17-AAG,HSP90,0.155032128
HEC1B_ENDOMETRIUM,HEC-1-B,17-AAG,HSP90,0.061065979
HEC251_ENDOMETRIUM,HEC-251,17-AAG,HSP90,0.90558356
HEC265_ENDOMETRIUM,HEC-265,17-AAG,HSP90,0.044854023
HEC59_ENDOMETRIUM,HEC-59,17-AAG,HSP90,0.236760587
HEC6_ENDOMETRIUM,HEC-6,17-AAG,HSP90,0.561491907
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL 92.1.7,17-AAG,HSP90,1.616860271
HEP3B217_LIVER,Hep 3B2.1-7,17-AAG,HSP90,0.209670588
HEPG2_LIVER,Hep G2,17-AAG,HSP90,0.022530433
HEYA8_OVARY,Hey-A8,17-AAG,HSP90,0.08386872
HGC27_STOMACH,HGC-27,17-AAG,HSP90,0.199818447
HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HH,17-AAG,HSP90,0.316189826
HLE_LIVER,HLE,17-AAG,HSP90,0.63138473
HLF_LIVER,HLF,17-AAG,HSP90,0.233836412
HMC18_BREAST,HMC-1-8,17-AAG,HSP90,0.105055355
HMCB_SKIN,HMCB,17-AAG,HSP90,0.034340765
HOS_BONE,HOS,17-AAG,HSP90,0.136840746
HPAC_PANCREAS,HPAC,17-AAG,HSP90,0.090494916
HPAFII_PANCREAS,HPAF-II,17-AAG,HSP90,0.151630998
HS229T_LUNG,Hs 229.T,17-AAG,HSP90,0.13832441
HS294T_SKIN,Hs 294T,17-AAG,HSP90,0.229678199
HS578T_BREAST,Hs 578T,17-AAG,HSP90,0.062882334
HS683_CENTRAL_NERVOUS_SYSTEM,Hs 683,17-AAG,HSP90,0.143921196
HS695T_SKIN,Hs 695T,17-AAG,HSP90,0.095518604
HS729_SOFT_TISSUE,Hs 729,17-AAG,HSP90,0.066169545
HS739T_BREAST,Hs 739.T,17-AAG,HSP90,0.560182333
HS746T_STOMACH,Hs 746T,17-AAG,HSP90,0.146164864
HS766T_PANCREAS,Hs 766T,17-AAG,HSP90,0.208693713
HS840T_UPPER_AERODIGESTIVE_TRACT,Hs 840.T,17-AAG,HSP90,0.042208713
HS852T_SKIN,Hs 852.T,17-AAG,HSP90,0.043077972
HS895T_SKIN,Hs 895.T,17-AAG,HSP90,0.568269014
HS936T_SKIN,Hs 936.T,17-AAG,HSP90,0.061651316
HS939T_SKIN,Hs 939.T,17-AAG,HSP90,0.030074231
HS944T_SKIN,Hs 944.T,17-AAG,HSP90,0.128760532
HSC2_UPPER_AERODIGESTIVE_TRACT,HSC-2,17-AAG,HSP90,0.499589235
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HT,17-AAG,HSP90,0.200726017
HT1080_SOFT_TISSUE,HT-1080,17-AAG,HSP90,0.113508768
HT1197_URINARY_TRACT,HT-1197,17-AAG,HSP90,1.937179565
HT1376_URINARY_TRACT,HT-1376,17-AAG,HSP90,0.365140706
HT144_SKIN,HT-144,17-AAG,HSP90,0.07971938
HT29_LARGE_INTESTINE,HT-29,17-AAG,HSP90,0.016734079
HUCCT1_BILIARY_TRACT,HuCCT1,17-AAG,HSP90,0.091983378
HUH1_LIVER,huH-1,17-AAG,HSP90,0.033526562
HUPT3_PANCREAS,HUP-T3,17-AAG,HSP90,0.300195903
HUPT4_PANCREAS,HUP-T4,17-AAG,HSP90,0.010569213
HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HuT 78,17-AAG,HSP90,0.250834763
IALM_LUNG,IA-LM,17-AAG,HSP90,8.0
IGR37_SKIN,IGR-37,17-AAG,HSP90,8.0
IGR39_SKIN,IGR-39,17-AAG,HSP90,8.0
IGROV1_OVARY,IGROV1,17-AAG,HSP90,0.491089851
IM95_STOMACH,IM95,17-AAG,HSP90,0.03782573
IMR32_AUTONOMIC_GANGLIA,IMR-32,17-AAG,HSP90,1.724061966
IPC298_SKIN,IPC-298,17-AAG,HSP90,0.08109536
ISHIKAWAHERAKLIO02ER_ENDOMETRIUM,Ishikawa (Heraklio) 02 ER-,17-AAG,HSP90,0.097911984
ISTMES1_PLEURA,IST-MES1,17-AAG,HSP90,0.707256138
ISTMES2_PLEURA,IST-MES2,17-AAG,HSP90,0.133910671
J82_URINARY_TRACT,J82,17-AAG,HSP90,0.286560714
JHH2_LIVER,JHH-2,17-AAG,HSP90,8.0
JHH4_LIVER,JHH-4,17-AAG,HSP90,8.0
JHH5_LIVER,JHH-5,17-AAG,HSP90,0.018158266
JHH6_LIVER,JHH-6,17-AAG,HSP90,0.223785281
JHH7_LIVER,JHH-7,17-AAG,HSP90,0.088164933
JHOS2_OVARY,JHOS-2,17-AAG,HSP90,0.145015299
JHOS4_OVARY,JHOS-4,17-AAG,HSP90,1.570977688
JHUEM2_ENDOMETRIUM,JHUEM-2,17-AAG,HSP90,0.04826415
JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,JM1,17-AAG,HSP90,1.119323969
JMSU1_URINARY_TRACT,JMSU-1,17-AAG,HSP90,0.044885039
JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,JURKAT,17-AAG,HSP90,0.829291582
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,JVM-3,17-AAG,HSP90,0.076346688
K029AX_SKIN,K029AX,17-AAG,HSP90,0.119215205
KALS1_CENTRAL_NERVOUS_SYSTEM,KALS-1,17-AAG,HSP90,0.089755602
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KARPAS-299,17-AAG,HSP90,0.209358394
KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KARPAS-422,17-AAG,HSP90,0.204620793
KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KARPAS-620,17-AAG,HSP90,0.556562603
KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KASUMI-2,17-AAG,HSP90,0.027120752
KCIMOH1_PANCREAS,KCI-MOH1,17-AAG,HSP90,0.136119515
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KCL-22,17-AAG,HSP90,0.10770423
KE39_STOMACH,KE-39,17-AAG,HSP90,0.125281632
KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KE-97,17-AAG,HSP90,0.123593725
KELLY_AUTONOMIC_GANGLIA,KELLY,17-AAG,HSP90,2.224541187
KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KG-1,17-AAG,HSP90,0.047090092
KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KHM-1B,17-AAG,HSP90,0.167679474
KLE_ENDOMETRIUM,KLE,17-AAG,HSP90,0.927676288
KMBC2_URINARY_TRACT,KMBC-2,17-AAG,HSP90,0.061397079
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMM-1,17-AAG,HSP90,0.190332726
KMRC1_KIDNEY,KMRC-1,17-AAG,HSP90,0.309771448
KMRC2_KIDNEY,KMRC-2,17-AAG,HSP90,2.275416613
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS-11,17-AAG,HSP90,0.033564694
KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS-12-BM,17-AAG,HSP90,0.124920338
KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS-26,17-AAG,HSP90,0.237215653
KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS-34,17-AAG,HSP90,0.171445847
KNS42_CENTRAL_NERVOUS_SYSTEM,KNS-42,17-AAG,HSP90,8.0
KNS60_CENTRAL_NERVOUS_SYSTEM,KNS-60,17-AAG,HSP90,0.055461988
KNS62_LUNG,KNS-62,17-AAG,HSP90,0.576808989
KNS81_CENTRAL_NERVOUS_SYSTEM,KNS-81,17-AAG,HSP90,0.257104039
KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KO52,17-AAG,HSP90,0.652886987
KP1N_PANCREAS,KP-1N,17-AAG,HSP90,1.20516336
KP1NL_PANCREAS,KP-1NL,17-AAG,HSP90,1.301798344
KP2_PANCREAS,KP-2,17-AAG,HSP90,0.038178917
KP3_PANCREAS,KP-3,17-AAG,HSP90,0.166749611
KP4_PANCREAS,KP4,17-AAG,HSP90,0.056765284
KPNSI9S_AUTONOMIC_GANGLIA,KP-N-SI9s,17-AAG,HSP90,0.082642227
KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KU812,17-AAG,HSP90,0.129609898
KURAMOCHI_OVARY,KURAMOCHI,17-AAG,HSP90,0.332910785
KYM1_SOFT_TISSUE,KYM-1,17-AAG,HSP90,0.088494658
KYSE140_OESOPHAGUS,KYSE-140,17-AAG,HSP90,0.961978316
KYSE150_OESOPHAGUS,KYSE-150,17-AAG,HSP90,0.080904983
KYSE180_OESOPHAGUS,KYSE-180,17-AAG,HSP90,0.075374797
KYSE30_OESOPHAGUS,KYSE-30,17-AAG,HSP90,0.811484754
KYSE410_OESOPHAGUS,KYSE-410,17-AAG,HSP90,0.269242465
KYSE450_OESOPHAGUS,KYSE-450,17-AAG,HSP90,0.71019572
KYSE510_OESOPHAGUS,KYSE-510,17-AAG,HSP90,0.175444975
KYSE520_OESOPHAGUS,KYSE-520,17-AAG,HSP90,0.079899609
KYSE70_OESOPHAGUS,KYSE-70,17-AAG,HSP90,0.060356256
L33_PANCREAS,L3.3,17-AAG,HSP90,0.157320872
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,L-363,17-AAG,HSP90,0.023713689
L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,L-428,17-AAG,HSP90,1.254022121
LC1SQSF_LUNG,LC-1/sq-SF,17-AAG,HSP90,0.289881378
LCLC103H_LUNG,LCLC-103H,17-AAG,HSP90,3.666449308
LN18_CENTRAL_NERVOUS_SYSTEM,LN-18,17-AAG,HSP90,0.060397994
LN229_CENTRAL_NERVOUS_SYSTEM,LN-229,17-AAG,HSP90,0.061167378
LOUNH91_LUNG,LOU-NH91,17-AAG,HSP90,8.0
LOXIMVI_SKIN,LOX IMVI,17-AAG,HSP90,0.18541798
LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LP-1,17-AAG,HSP90,0.610796988
LS123_LARGE_INTESTINE,LS123,17-AAG,HSP90,0.349257827
LS411N_LARGE_INTESTINE,LS411N,17-AAG,HSP90,0.081793495
LS513_LARGE_INTESTINE,LS513,17-AAG,HSP90,0.029090017
LU99_LUNG,LU99,17-AAG,HSP90,0.052298609
LUDLU1_LUNG,LUDLU-1,17-AAG,HSP90,0.048696097
M059J,M059J,17-AAG,HSP90,0.092863642
MALME3M_SKIN,Malme-3M,17-AAG,HSP90,0.090723187
MB157_BREAST,MB 157,17-AAG,HSP90,0.124791831
MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MC116,17-AAG,HSP90,0.741352916
MCAS_OVARY,MCAS,17-AAG,HSP90,0.072973058
MCF7_BREAST,MCF7,17-AAG,HSP90,0.01876104
MDAMB157_BREAST,MDA-MB-157,17-AAG,HSP90,8.0
MDAMB175VII_BREAST,MDA-MB-175-VII,17-AAG,HSP90,0.032827336
MDAMB415_BREAST,MDA-MB-415,17-AAG,HSP90,0.018407384
MDAMB435S_SKIN,MDA-MB-435S,17-AAG,HSP90,0.076227158
MDAMB436_BREAST,MDA-MB-436,17-AAG,HSP90,8.0
MDAMB453_BREAST,MDA-MB-453,17-AAG,HSP90,0.015530476
MDAMB468_BREAST,MDA-MB-468,17-AAG,HSP90,0.367030263
MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MEC-1,17-AAG,HSP90,0.435086757
MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MEG-01,17-AAG,HSP90,1.050176263
MELHO_SKIN,MEL-HO,17-AAG,HSP90,8.0
MESSA_SOFT_TISSUE,MES-SA,17-AAG,HSP90,0.037811786
MEWO_SKIN,MeWo,17-AAG,HSP90,8.0
MFE280_ENDOMETRIUM,MFE-280,17-AAG,HSP90,0.207526833
MFE296_ENDOMETRIUM,MFE-296,17-AAG,HSP90,0.328074843
MFE319_ENDOMETRIUM,MFE-319,17-AAG,HSP90,0.079697538
MG63_BONE,MG-63,17-AAG,HSP90,0.814632237
MHHES1_BONE,MHH-ES-1,17-AAG,HSP90,0.146468312
MIAPACA2_PANCREAS,MIA PaCa-2,17-AAG,HSP90,0.020956876
MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Mino,17-AAG,HSP90,0.081997298
MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MJ,17-AAG,HSP90,0.097161315
MKN45_STOMACH,MKN-45,17-AAG,HSP90,0.017859768
MKN7_STOMACH,MKN7,17-AAG,HSP90,0.996641457
MKN74_STOMACH,MKN74,17-AAG,HSP90,0.169060647
MOGGCCM_CENTRAL_NERVOUS_SYSTEM,MOG-G-CCM,17-AAG,HSP90,0.271819055
MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLP-8,17-AAG,HSP90,0.323331714
MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLT-16,17-AAG,HSP90,0.447354048
